"ID","Language_ID","Headword","Part_Of_Speech","Headword_Raw","Headword_Normalized","Homonym_Number","Classification_Family","Translation_Raw","Variants_JSON","Examples_JSON","Comment","Source","Publication_Status","Validation_Status","Transcription_Status"
"RD-002390","tar","Soró","S","Soró","soro","","S","Tía (hermana mayor del padre)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002391","tar","Sota","Vi","Sota","sota","","Vi","Pudrirse (la madera)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002392","tar","Sotóchi","S","1Sotóchi","sotochi","1","S","Ratoncito (amarillento, del monte)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002393","tar","Sotóchi","Adj","2Sotóchi","sotochi","2","Adj","Chaparro","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002394","tar","So’uhuá","S sing","So’uhuá","so'uhua","","S","Espina","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002395","tar","Su","Vt","Su","su","","Vt","Coser","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002396","tar","Sucú","Vt","Sucú","sucu","","Vt","Raspar, rascarse","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002397","tar","Sucuchí","S","Sucuchí","sucuchi","","S","En el ombligo","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002398","tar","Sucuchú","Vt","Sucuchú","sucuchu","","Vt","Pellizcar, rasguñar (con las uñas)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002399","tar","Sucuí","S","Sucuí","sucui","","S","Hormiga","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002400","tar","Sucuhua","Vt","Sucuhua","sucuhua","","Vt","Llenar de hormigas","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002401","tar","Sucurú","Vt","Sucurú","sucuru","","Vt","Hechizar","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002402","tar","Sucurúami","S","Sucurúami","sucuruami","","S","Hechicero, brujo","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002403","tar","Suguí","S","Suguí","sugui","","S","Tesgüino","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002404","tar","Sugura","Vi","Sugura","sugura","","Vi","Estar mugriento, estar roñoso","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002405","tar","Suhuá","Vt","Suhuá","suhua","","Vt","Acabar (completamente)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002406","tar","Suhuaba","Adj","1Suhuaba","suhuaba","1","Adj","Todo","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002407","tar","Suhuaba","Vt","2Suhuaba","suhuaba","2","Vt","Destruir, acabar","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002408","tar","Suhué","Vt","1Suhué","suhue","1","Vt","Acabar","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002409","tar","Suhué","S","2Suhué","suhue","2","S","Orilla, borde","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002410","tar","Su’hué","Adj","Su’hué","su'hue","","Adj","Bonito","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002411","tar","Suhuí","Vi","Suhuí","suhui","","Vi","1. Acabarse 2. pl Morirse","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002412","tar","Suhuíami","S pl","Suhuíami","suhuiami","","S","Cadáveres","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002413","tar","Suhuirá","S","Suhuirá","suhuira","","S","Orilla","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002414","tar","Sumá","Vt","Sumá","suma","","Vt","Sobar","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002415","tar","Sumuchí","S","Sumuchí","sumuchi","","S","Chupamirto","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002416","tar","Suní","Vt","Suní","suni","","Vt","Terminar, acabar, cumplir","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002417","tar","Suníami","Adv","Suníami","suniami","","Adv","En todas partes","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002418","tar","Sunú","S","Sunú","sunu","","S","Maíz","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002419","tar","Supuchí","","Supuchí","supuchi","","Sin clasificar","Murciélago","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002420","tar","Suquí","S","Suquí","suqui","","S","Ombligo","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002421","tar","Suquícari","S","Suquícari","suquicari","","S","Pájaro carpintero (pinto)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002422","tar","Su’rá","Vi","Su’rá","su'ra","","Vi","1. Aflojarse 2. Rebajar la cuenta (fig.)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002423","tar","Surá","S","Surá","sura","","S","Corazón","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002424","tar","Suré","Vi","Suré","sure","","Vi","Tener corazón","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002425","tar","Surí","Vi","Surí","suri","","Vi","1. No querer convidar 2. No querer dejarle ir","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002426","tar","Su’rina","Vt","Su’rina","su'rina","","Vt","Soltar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002427","tar","Sutú","S","Sutú","sutu","","S","Uña, pezuña","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002428","tar","Sutubí","Vt","Sutubí","sutubi","","Vt","Manear (a un animal)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002429","tar","Sutubípa","Vt","Sutubípa","sutubipa","","Vt","Soltar (el mecate con que fue maneado)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002430","tar","Ta","Vi","1Ta","ta","1","Vi","Pedir","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002431","tar","Ta","Adj","2Ta","ta","2","Adj","Chiquito","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002432","tar","Ta","Vt","3Ta","ta","3","Vt","Tocar (un instrumento)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002433","tar","Táa","S sing","Táa","taa","","S","Chico, infante, pequeño","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002434","tar","Táami","S","Táami","taami","","S","Músico, tocador","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002435","tar","Tabá","Vi","Tabá","taba","","Vi","Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002436","tar","Taba","Vi","Taba","taba","","Vi","Luchar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002437","tar","Tabachi","Vt","1Tabachi","tabachi","1","Vt","Calentar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002438","tar","Tabachi","S","2Tabachi","tabachi","2","S","Lugar estrecho","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002439","tar","Tabachi","S","3Tabachi","tabachi","3","S","Zapeta (reg.)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002440","tar","Tábara","S esp","Tábara","tabara","","S","Tabla","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002441","tar","Tabé","Adj","Tabé","tabe","","Adj","Más chiquito","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002442","tar","Tabéara","Adj","Tabéara","tabeara","","Adj","Menor","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002443","tar","Taca","Vt","Taca","taca","","Vt","Tocar (instrumento musical)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002444","tar","Tamí","Pron","Tamí","tami","","Pron","Me, a mi","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002445","tar","Tamujé","Pron","Tamujé","tamuje","","Pron","Nosotros","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002446","tar","Tamujé níhuara","Pron","Tamujé níhuara","tamuje nihuara","","Pron","Nuestro","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002447","tar","Tamuro","S","Tamuro","tamuro","","S","Mudo","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002448","tar","Tana","Vt","Tana","tana","","Vt","Pedir","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002449","tar","Tanehua","Vt","Tanehua","tanehua","","Vt","Fiar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002450","tar","Tanehui","Vt","Tanehui","tanehui","","Vt","Prestar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002451","tar","Tani","Vt","Tani","tani","","Vt","Rogar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002452","tar","Tapa","Vt pl","Tapa","tapa","","Vt","Acarrear, traer (en las manos)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002453","tar","Tará","Vt","Tará","tara","","Vt","Contar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002454","tar","Tarapé","Adv","Tarapé","tarape","","Adv","No","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002455","tar","Tarari","S","Tarari","tarari","","S","Semana","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002456","tar","Tarí","S","1Tarí","tari","1","S","Semilla (para sembrar)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002457","tar","Tarí","S","2Tarí","tari","2","S","Apuesta","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002458","tar","Tasi","Adv","Tasi","tasi","","Adv","No","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002459","tar","Tasina","Adv","Tasina","tasina","","Adv","Por el arroyo abajito","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002460","tar","Tásirapé","","Tásirapé","tasirape","","Sin clasificar","No","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002461","tar","Tata","s","Tata","tata","","S","Padre","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002462","tar","Te","Vi","Te","te","","Vi","Tejer, extender (hilos para tejer)","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002463","tar","Teca","Vt","Teca","teca","","Vt","Afinar el violín","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002464","tar","Técara","S","Técara","tecara","","S","Cuerda de violín","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002465","tar","Técuri","S pl","Técuri","tecuri","","S","Borrachos","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002466","tar","Téeribi","Adv","Téeribi","teeribi","","Adv","Poco tiempo","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002467","tar","Témari","","Témari","temari","","Sin clasificar","Jóvenes","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002468","tar","Tera","S","Tera","tera","","S","Telar","[]","[]","","SRC-02[84]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002469","tar","Teri","Adj","Teri","teri","","Adj","Corto","[]","[]","","SRC-02[85]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002470","tar","Térico","Adv","Térico","terico","","Adv","Al rato, ahorita","[]","[]","","SRC-02[85]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002471","tar","Teta","Vt","Teta","teta","","Vt","Medir por comparación","[]","[]","","SRC-02[85]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002472","tar","Tétari","S","Tétari","tetari","","S","La medida, el plazo","[]","[]","","SRC-02[85]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002473","tar","Tibá","Vi","Tibá","tiba","","Vi","Aplastarse (un animalito en la trampa de piedras)","[]","[]","","SRC-02[85]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002474","tar","Tibí","Vi pl","Tibí","tibi","","Vi","1. quedar, sobrar 2. Permanecer","[]","[]","","SRC-02[85]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
